,composition,Eg
5412,Hf4Co4Si7,0.0
5413,ZnSiAs2,2.12
5414,TlBr,2.65
5415,Zn0.15Cd0.85Se,2.5
5416,InS,1.86
5417,Pb0.8Sn0.2Te,0.11
5418,Pb0.99Sn0.01Se,0.17
5419,Pb6BBrO7,2.84
5420,HgSe,0.24
5421,Cs2MgSn3Se8,1.92
5422,NbSe2,1.4
5423,RbI,6.25
5424,RbI,6.26
5425,HoC2,0.0
5426,ZrGe2,0.0
5427,ErAlGe,0.0
5428,V2ZnO4,0.0
5429,Mg3Ni20B6,0.0
5430,Sm2Se3,2.3
5431,YbLiPb,0.0
5432,Hg5AsS2I3,1.57
5433,Na3In2Au,0.0
5434,PrGaAu2,0.0
5435,Tl3VS4,1.76
5436,In4Se3,0.64
5437,Li4CrO5,0.0
5438,InSb0.1As0.9,0.14
5439,CdMoSb4O10,3.4
5440,Na6FeS4,0.0
5441,GeSe2,2.36
5442,Ba7AgGa5S15,2.6
5443,SnS0.4Se0.6,1.02
5444,CI4,2.26
5445,Lu5Si3B,0.0
5446,FeAg3(CN)6.162,0.0
5447,Ba2InDyTe5,1.35
5448,TlInTe2,0.68
5449,SrLaMn2O6.121,0.0
5450,K10Co4Sn4S17,1.31
5451,Li3Mn4(PO4)6.2,0.0
5452,YPdSb,0.27
5453,HfFe2,0.0
5454,La2S3,2.77
5455,Al5Rh2,0.0
5456,Hg0.2Zn0.8Te,1.4
5457,Ga2Se3,1.86
5458,La2Sr2PtO7.13,2.52
5459,Na2Mo2Se2O11,3.1
5460,RbCd4Ga5S12,3.02
5461,CsCd4In5Se12,1.62
5462,IrP2,1.0
5463,CaZn3,0.0
5464,CdTe,1.66
5465,YbIr2,0.0
5466,Li4Fe3NiO8.166,0.0
5467,Ba4Ga4GeSe12,2.18
5468,Cd8B5O15F,3.14
5469,SmB6,3.5
5470,ErN,2.4
5471,AlB12,2.5
5472,H6PtI6O20,2.12
5473,K0.8Hg1.2Sn2S8,2.78
5474,GaN,3.48
5475,Nd4Ge3S12,2.62
5476,CdS,2.58
5477,Ho2S3,0.5
5478,DyS2,0.0
5479,SrIn2,0.0
5480,VNi5(PO4)6.146,0.0
5481,TmMg2Sc,0.0
5482,AgInTe2,0.96
5483,Ni3S4,0.0
5484,HoNiGe,0.0
5485,Si4Cu15,0.0
5486,SmNi2Sn2,0.0
5487,MnAs,0.0
5488,CsMg149,0.0
5489,Ba2HgS5,2.4
5490,InSn2As2Se,0.2
5491,ReS2,1.33
5492,CuIr2S4,0.0
5493,Bi0.2Te3Sb1.8,0.28
5494,CoMoP2,0.0
5495,Li4.5Mn0.5TeO6,1.97
5496,CdGeAs2,0.41
5497,DyGe,0.0
5498,RbAg2TeS6,2.04
5499,Mg32Al36Ag13,0.0
5500,Hg0.08Zn0.92Te,1.9
5501,Hf2Fe,0.0
5502,BiSeI,1.3
5503,Cu0.5In1.5Se2.5,1.24
5504,Tb10B7C10,0.0
5505,GeSe2O6,5.27
5506,CdSiAs2,1.52
5507,LiHf2Ir,0.0
5508,Ba5Ga2Se8,2.51
5509,PbSe,0.26
5510,TlSe,0.67
5511,ZnSnO3,3.9
5512,BaTeMo2O9,3.12
5513,Ho3Ni19B10,0.0
5514,TaGaSe2,2.12
5515,Cu2H3ClO3.166,0.0
5516,RbI,6.36
5517,Sm2TlHg,0.0
5518,Li2DyIn,0.0
5519,LaH2,0.0
5520,MnSbRh2,0.0
5521,InAs,0.41
5522,Gd3Co11B4,0.0
5523,La10Mn9O30,0.0
5524,ZnGeAs2,1.16
5525,Nd5Ge3,0.0
5526,ZrS3,2.17
5527,YbPmPt2,0.0
5528,LaSn3Ru,0.0
5529,Ba5In4Bi5,0.0
5530,ReS2,1.1
5531,YbIn4Rh,0.0
5532,BiSe,0.4
5533,Mg2Pb,0.1
5534,ErCu2Ge2,0.0
5535,Tc3Pd,0.0
5536,EuTl,0.0
5537,Cd3As2,0.13
5538,Nb5Ga4,0.0
5539,BaIr2Ge4S6,1.54
5540,ThAsSe,0.0
5541,Co2Te3O8,3.6
5542,As2S3,2.57
5543,As2S3,2.78
5544,Nb3Te,0.0
5545,InP,1.35
5546,Zn3P2,1.2
5547,LaReB,0.0
5548,Ni2Mo4C,0.0
5549,Ga0.1P0.1Zn0.9Se0.9,2.3
5550,LaRe2Ag,0.0
5551,Sr2MgIrO6.225,0.0
5552,ReS2,1.0
5553,Cs2CdP2Se6,2.63
5554,KZrPSe6,2.0
5555,SnI4,2.38
5556,Sm2Pd2Pb,0.0
5557,Ba7Sn5S15,2.29
5558,LiB3O5,8.0
5559,NdMg2,0.0
5560,Pb0.99Se0.99Sn0.01Se0.01,0.31
5561,K2SmP2S7,2.59
5562,EuBi2Se4,1.02
5563,CsHo9Cd4Se18,2.06
5564,DyZnGa,0.0
5565,Er2O3,5.42
5566,PbTe0.01Se0.99,0.26
5567,PbSe0.95S0.05,0.26
5568,MnTe,1.35
5569,ZnIn2S4,2.7
5570,Li3FeS3,0.0
5571,Zn0.4Hg0.6Se,0.5
5572,Rb4Ag9Sb4S12,2.0
5573,LiLa2IrO6.14,0.0
5574,K8Ga8Si38,1.18
5575,Pb0.8Sn0.2Te,0.08
5576,Pb6B2MoO12,2.9
5577,Cs2CuNbSe4,2.19
5578,La2MnNiO6,1.4
5579,EuTe,1.96
5580,EuNaO2,0.0
5581,Y2CuO4,0.0
5582,CeMn0.5OSe,2.01
5583,Bi3F3I4O13,3.7
5584,Bi1.8Te3Sb0.2,0.15
5585,AgLi0.33Sn0.67O2,2.7
5586,YPtSb,0.16
5587,CoSb3,0.49
5588,CaAg2Ge2,0.0
5589,InSb,0.18
5590,Tl2GeTe3,0.37
5591,Na0.75Eu1.625GeSe4,2.0
5592,YTi2Ga4,0.0
5593,CuCl,3.2
5594,Mn15Si26,0.7
5595,YTi4(CuO4)3.204,0.0
5596,AgI,3.02
5597,CuCN2,0.0
5598,CsInS2,3.4
5599,Zn3As2,0.96
5600,LiF,11.7
5601,CdIn2Te4,1.17
5602,LiSn4Ir,0.0
5603,TlFeI3,0.0
5604,Pt0.97S2,0.95
5605,InSb0.2As0.8,0.12
5606,Al2Cr2O7,0.0
5607,BiIO3F2,3.97
5608,Li2CrCo3O8.5,0.0
5609,CaTi4S8,0.0
5610,HgCl2,4.45
5611,Bi2Te2.97Se0.03,0.16
5612,PbTe,0.36
5613,CuInSe2,0.95
5614,PtPAs,0.4
5615,NaSbTe2,0.47
5616,TmFe2Si2,0.0
5617,Li3FeNi3O8.186,0.0
5618,Pm2CuGe,0.0
5619,Cs2Sn3Sb2S10,2.34
5620,ZrSiTe,0.0
5621,PbTe,0.19
5622,Li7Mo12S16,0.0
5623,TmAs,1.18
5624,CuGaS2,2.53
5625,Sm4GaSbS9,2.23
5626,KH3Se2O6,5.03
5627,In2GeTe3,0.68
5628,CuGa3Se5,1.75
5629,Ga0.2In0.8As,0.5
5630,K2Cd2Te3,1.93
5631,Bi2Te2.97Se0.03,0.15
5632,TlCl,3.8
5633,CsAg5Te3,0.65
5634,Gd2Se3,2.2
5635,Ce6B2(CBr)3.10,0.0
5636,GaSe,2.11
5637,K2Ho4Cu4S9,2.43
5638,InSnAsSe,0.26
5639,NdAl4Ge2Au.166,0.0
5640,In4Te3,0.5
5641,Ag3SbS3,1.77
5642,Sr0.5TaO3,3.7
5643,KAgAsS2,2.21
5644,AgSbTe2,0.35
5645,Rh2S3,0.8
5646,Ga1.05Sb0.95Te0.15,0.68
5647,Cs2PdSe8,1.5
5648,AgFeTe2,0.3
5649,Li2Fe5O10,0.0
5650,Tl3TaS4,2.7
5651,TlBr,2.64
5652,In0.2As0.2Ga0.8P0.8,2.15
5653,MgSn4O8,0.0
5654,TiBr2,0.0
5655,Cd3P2,0.6
5656,Cs2B4SiO9,6.53
5657,Cs3V2Cl9,0.0
5658,SnCl2,3.9
5659,Li4NbNi3O8.166,0.0
5660,Ca2Ge,1.0
5661,Er5NiPb3,0.0
5662,Ti11O18,0.0
5663,GdNiO3,0.0
5664,PtSb2,0.08
5665,GaAs,1.52
5666,Pb0.99Sn0.01Se,0.26
5667,YbSe,1.5
5668,Pb0.999TeIn0.001,0.3
5669,Li3Cu4NiO8.12,0.0
5670,Ru2Ge3,0.52
5671,Sc2MnC,0.0
5672,NdP2Ru2,0.0
5673,Nd2Fe14B,0.0
5674,KNb2O5,0.0
5675,Ag2.7Ba6Sn4.3S16,1.38
5676,NdNi2Sn2,0.0
5677,CuCl,3.28
5678,CsCaBO3,4.2
5679,Y3GaCo3,0.0
5680,TlInSe2,1.21
5681,LiCo7O7F.156,0.0
5682,Sm2Cu4Sn5,0.0
5683,La2Ge5Ir3,0.0
5684,Cs1.13Cd1.13Bi2.87Se6,1.0
5685,LiMn9Se10,0.0
5686,V8O,0.0
5687,Ba2InNdSe5,2.2
5688,YNi2P2,0.0
5689,EuSnTe2,0.6
5690,CaInPt,0.0
5691,Ga2Te3,1.5
5692,Li2In2GeS6,3.45
5693,InSe,1.27
5694,AsPd3Pb2,0.0
5695,KSbSe2,1.14
5696,Li8TiNi7O16.1,0.0
5697,ZnS,3.64
5698,Cu2P2S6,2.2
5699,In0.99As0.99Cd0.01Te0.01,0.76
5700,Na3Sb,1.1
5701,Hg0.3Cd0.7Se,0.55
5702,K2La2Ti3O10,3.05
5703,Ga0.9Sb0.9Hg0.1Te0.1,0.65
5704,PrMgAg2,0.0
5705,Li8IrO6,0.0
5706,GaSe,2.13
5707,Gd3Al7Ag2,0.0
5708,TlBr,3.24
5709,CsH3Se2O6,4.77
5710,K2ZnSn3S8,2.3
5711,La3NiBr3,0.0
5712,InS,2.45
5713,Ce5CuSe8,0.0
5714,AgGaSe2,1.8
5715,La3Re2O10,0.0
5716,CdS,2.66
5717,P2H12N7Cl.2,0.0
5718,Mg3As2,2.2
5719,MnBe2Co,0.0
5720,Nd2Ni7P4,0.0
5721,CePrO2,0.0
5722,PbGa2S4,2.38
5723,Li3Ni3(PO4)4.4,0.0
5724,TcB,0.0
5725,HoB2C2,0.0
5726,CdSnO3,3.0
5727,SbSI,1.82
5728,Cs2Hg4.65Cd1.35S7,1.84
5729,CdSiP2,2.4
5730,AgGaSe2,1.83
5731,Bi5O7I,2.76
5732,Nd1.33Lu0.67S3,1.5
5733,InAs,0.4
5734,Pb0.01Sn0.99Te,0.3
5735,Hf6PbO18,0.0
5736,Ga1.005Sb0.995Se0.015,0.64
5737,Ag0.5Eu1.75GeS4,2.14
5738,KAsSe2,1.63
5739,Cu0.35Ga1.65Se2.65,1.81
5740,Cu3SbS4,0.75
5741,CsYbZnSe3,2.1
5742,Ag3SbS3,2.13
5743,ThRu3C,0.0
5744,Tb3ReO7,0.0
5745,Hg0.7Cd0.3Se,1.1
5746,Co7Mo6,0.0
5747,AgAsS2,2.26
5748,La3B2N4,0.0
5749,ReO3,2.3
5750,YbFe4Ge2,0.0
5751,KSbS2,1.6
5752,TaGaS2,2.54
5753,ZnS,3.78
5754,Co3H,0.0
5755,CsAgCl3,0.0
5756,NaCd2Au,0.0
5757,Rb2Zn3Se4O12,4.9
5758,Mg2Zr14O5,0.0
5759,Dy2CuOs,0.0
5760,In4S5,0.9
5761,Co3W,0.0
5762,Cu3AsS4,1.24
5763,CdTe,1.61
5764,ZnTe,2.37
5765,Pb0.65Se0.65Sn0.35Te0.35,0.09
5766,Pb0.95Se0.95Sn0.05Se0.05,0.19
5767,CdS,2.4
5768,RhSe3,0.7
5769,Sr3Co2S2O5.139,0.0
5770,Mg3Rh,0.0
5771,Tb2Mo3O12,1.41
5772,ZrC,0.6
5773,Hg0.1Zn0.9Te,1.74
5774,CsCaO3,0.0
5775,PbSe,0.14
5776,InP,1.35
5777,PrLuIn2,0.0
5778,CsAsSe2,1.86
5779,La2Fe2I,0.0
5780,Zr2HBr2,0.0
5781,CdSe,1.75
5782,LiNiP2O7.15,0.0
5783,Cu0.2In1.8Se2.8,1.26
5784,MnCo4O8,0.0
5785,HgGa2S4,2.79
5786,Tl2InGaSe4,2.05
5787,UCoSi,0.0
5788,CdSe,1.87
5789,ZnSnAs2,0.66
5790,SbSeI,1.68
5791,SrS,4.8
5792,Sm2S3,2.96
5793,TmCu4Ag,0.0
5794,Li2Cu2S3,0.0
5795,GdSbPd,0.0
5796,Bi2Te2.7Se0.3,0.2
5797,ReF6,0.0
5798,SnS,1.09
5799,TbMn5Ge3,0.0
5800,KTi2F7,6.4
5801,CeTlZn,0.0
5802,Ba3Tb2P4S16,3.37
5803,W2N,0.0
5804,PbS,0.3
5805,HfAs2,0.0
5806,Ag3AsS3,2.24
5807,Gd2S3,2.55
5808,GaAs,1.51
5809,Tm2ZnGa,0.0
5810,ZrAlRu2,0.0
5811,Pb3BiP3O12,3.7
5812,AlCu3,0.0
5813,LaAl4Co,0.0
5814,Zn0.9Hg0.1Se,1.75
5815,InSb,0.16
5816,HfZnNi2,0.0
5817,Ru2Si3,0.44
5818,Ba5Al2Ge7,0.0
5819,LiMgN,3.2
5820,Zn0.5Cd0.5Se,2.9
5821,AlSb,1.7
5822,ThAl8Fe4,0.0
5823,Pb0.94Sn0.06Te,0.28
5824,SrTaO2N,1.99
5825,MgSe,5.6
5826,AlSb,1.5
5827,ZrSe3,1.5
5828,Bi2O3,2.8
5829,SrZrS3,0.8
5830,YNi4B,0.0
5831,SnSe,1.3
5832,K2Sn3Sb2S10,2.3
5833,K2AuPS4,2.63
5834,DyZrRu2,0.0
5835,AgInSe2,1.2
5836,UO,1.5
5837,Zn0.15Cd0.85Se,2.6
5838,ZnS,3.7
5839,Eu3As2,0.6
5840,Tb3Ge5,0.0
5841,GaAs,1.51
5842,ZnSn3,0.0
5843,CdSb,0.48
5844,InSe,1.34
5845,BaCuSbSe3,1.6
5846,Ag1.75InSb5.75Se11,0.94
5847,CeGaO3,0.0
5848,TbCo2,0.0
5849,CsCl,7.8
5850,LiPbSb3S6,1.6
5851,La2Rh7,0.0
5852,Li23Mn20As20,0.0
5853,YAs,0.0
5854,U11O5,0.0
5855,Sm2S3,3.0
5856,GaAs,1.46
5857,TmSnRh,0.0
5858,PbI2,2.54
5859,Nb6VSb3O25,3.2
5860,NaAsSe2,1.52
5861,K4Hf3Se14,2.02
5862,PbSbO2I,2.48
5863,CsNi2F6,0.0
5864,Sr3Se3O8Cl,4.4
5865,La2In,0.0
5866,Ni2Te3O8,3.84
5867,HoCo3,0.0
5868,CdRhF6,0.0
5869,Zn3Sb2,0.2
5870,Ta2O5,4.2
5871,As2Te3,1.62
5872,Pb17O8Cl18,3.44
5873,Al21Pt8,0.0
5874,U3Ni3Sn4,0.0
5875,TlTiPS5,1.3
5876,SmP,1.09
5877,BaMn4ZnO8.162,0.0
5878,Mn2AlO4,0.0
5879,Fe2O3,2.2
5880,Mn3PdN,0.0
5881,TlZn2Tc,0.0
5882,CuGaSe2,1.68
5883,KI,6.38
5884,Zn0.5Hg0.5Se,0.6
5885,Cu3SmS3,1.82
5886,Ba2CdB6O12,4.59
5887,Ti2ReRh,0.0
5888,Tl2Te3,0.2
5889,CdS,2.58
5890,SrMnGe,0.0
5891,EuIn2As2,0.0
5892,InP2Se4,1.29
5893,Si2Te3,2.0
5894,HfO2,5.55
5895,LiMg2Ag,0.0
5896,SiBi3O7,0.0
5897,Pb2BiS2I3,1.6
5898,Ba3NaIrO6.167,0.0
5899,Ti2NiSe4,0.0
5900,Cs2ZnGe3S8,3.33
5901,InN,2.09
5902,Dy4CdRh,0.0
5903,Ba2Ca2B4O10,5.6
5904,Cu2Ta4O11,2.7
5905,NbSi2,0.0
5906,InN,2.11
5907,Tm3GaC,0.0
5908,CdAs2,1.13
5909,Lu2Fe2Si2C.12,0.0
5910,SrCe2S4,0.0
5911,TlInGeS4,2.3
5912,ZnTc,2.37
5913,PbBr2,3.5
5914,SnPt3C,0.0
5915,YbZnAu2,0.0
5916,Ba3CrS5,0.0
5917,Zr2Co12P7,0.0
5918,Cs2Hg3S4,2.8
5919,Hf7P4,0.0
5920,NaBiSe2,0.35
5921,KH3Se2O6,4.88
5922,Ag5IO6,1.4
5923,AgFeSe2,0.23
5924,ThGe2Pd2,0.0
5925,K2Ge3B2O10,5.38
5926,MgO,7.78
5927,DyCoSi2,0.0
5928,EuGa2S4,2.25
5929,LiSn(PO3)4.15,0.0
5930,Pd16S7,0.0
5931,AgScP2Se6,1.55
5932,Er4NiB13,0.0
5933,LaZnAsO,1.5
5934,LiLu2Tc,0.0
5935,YbPO4,0.0
5936,CsYbMnSe3,1.59
5937,CoAsRh,0.0
5938,GaN,3.3
5939,Ag2GeSe3,0.9
5940,Na2ZnGe2S6,3.04
5941,Hf3Ni4Ge4,0.0
5942,AgGaSe2,1.3
5943,ThU8O18,0.0
5944,Sr8.007Ge2.043Bi7.949Se24,0.74
5945,ScV2Ga4,0.0
5946,HgIn2Se4,0.6
5947,As2S3,2.48
5948,GaN,3.49
5949,Bi12GeO20,3.25
5950,TlBr,3.01
5951,Ti2CoS4,0.0
5952,CaInAu,0.0
5953,Dy2AlCo2,0.0
5954,Sr3EuP3O12,3.99
5955,EuAgSb,0.0
5956,Na2In2SiS6,3.27
5957,Ce3MnAlS7.173,0.0
5958,CdSb,0.54
5959,Bi2B3O9,0.0
5960,YbGa2Pd,0.0
5961,ZnTe,2.26
5962,Cu2ZnSiS4,3.2
5963,RbHgSbTe3,0.2
5964,InSe,1.32
5965,ZrW2,0.0
5966,GeP,0.95
5967,LiY(CuP)2.164,0.0
5968,UMn2Si2,0.0
5969,Bi2S3,1.45
5970,Ho2Ge5Rh3,0.0
5971,RbMn4In5Se12,1.76
5972,AsTe,0.74
5973,Ga0.7Al0.3As,1.81
5974,CsMnSb,0.0
5975,RbNb3Te2O12,3.49
5976,CeBiW2O9,2.34
5977,Hg0.65Cd0.35Te,0.28
5978,YErRh2,0.0
5979,InSb,0.24
5980,GdInIr,0.0
5981,SbSBr,2.17
5982,Rb2NaNiF6.225,0.0
5983,U2MnN3,0.0
5984,HoTh3,0.0
5985,Ba8Hg4S5Se7,1.98
5986,AgInS2,1.88
5987,MgTi4S8,0.0
5988,SmCrGe3,0.0
5989,SbSBr,2.21
5990,Nd5Ge4,0.0
5991,Pr3I,0.0
5992,TbPt,0.0
5993,BaTiO3,2.96
5994,Zn0.7S0.7Ga0.3P0.3,2.5
5995,K2.15Pb1.7Sb8.15Se15,0.6
5996,TbZn2,0.0
5997,CsBr,6.8
5998,Bi2Se3,0.4
5999,ZnGeP2,2.0
6000,Sc5NCl8,0.0
6001,ErB2Ru3,0.0
6002,AlN,6.09
6003,GaSb,0.81
6004,Ge0.653Si0.347,1.91
6005,Cu3GdS3,1.62
6006,KTa3CuO9.53,0.0
6007,Ga0.58As0.58Zn0.42Se0.42,1.67
6008,CuIn5S8,1.34
6009,TlSn,0.0
6010,CdS,2.58
6011,PbSe,0.29
6012,BiOI,2.12
6013,Cu2GeSe3,1.1
6014,InP,1.35
6015,Cu2Ga4Te7,1.18
6016,NdFMoO4,3.66
6017,Cu2WSe4,1.65
6018,La3InGe0.5S7,2.61
6019,LaP2Ru2,0.0
6020,W3O7F,0.0
6021,Ti9O8,0.0
6022,CdS,2.39
6023,HfCo2Si2,0.0
6024,SrPb3,0.0
6025,CsLuCoS3,1.5
6026,CeMgNi4,0.0
6027,ZrIr2,0.0
6028,PrTmTl2,0.0
6029,TlBr,3.02
6030,BeSe,4.0
6031,Ce5Si3,0.0
6032,Dy4GaSbS9,2.58
6033,RhSe2,0.6
6034,TmCdAg2,0.0
6035,V2GaSn2,0.0
6036,Tl2BiP2S7,1.8
6037,CsTiCl3,0.0
6038,SnSe2,1.62
6039,TmMgAg2,0.0
6040,RbPSe6,2.18
6041,InAs,0.43
6042,Sm2YbCuS5,1.28
6043,BaTi4O7,0.0
6044,Li6Fe3Co7O20.10,0.0
6045,ZrCrSi2,0.0
6046,K2Au2SnS4,2.75
6047,AgAsSe2,1.4
6048,Er2Mg3Ru,0.0
6049,CsMn4In5Te12,1.48
6050,LiPr2Ru,0.0
6051,TlBr,3.05
6052,Mg2Sn,0.14
6053,Ba6In2NF.225,0.0
6054,Cu3ErTe3,0.24
6055,CsNbSe2O7,4.2
6056,CrO2,0.23
6057,PrZn,0.0
6058,Cu2SnSe3,0.7
6059,KSb,0.9
6060,CdSb,0.47
6061,RbTiBr3,0.0
6062,K2Hg3Ge2S8,2.64
6063,LuAg2,0.0
6064,ScRh3C,0.0
6065,RhSbTe,0.5
6066,ScZnPt2,0.0
6067,Bi1Te3Sb1,0.19
6068,Zr2In5Ni,0.0
6069,PrAl3Ni2,0.0
6070,Li7Ti5O12,0.0
6071,Li4Fe9O18,0.0
6072,In0.5Al0.5P,2.3
6073,Si2Te3,2.03
6074,AuBrO2,0.0
6075,K1.25Pb3.5Bi7.25Se15,0.53
6076,KH2PO4,6.95
6077,Li3V4FeO12.5,0.0
6078,PdSe,0.2
6079,In0.5Ga0.5P,1.9
6080,Li2MnGeS4,3.06
6081,Ti2ZnS4,0.0
6082,SrSbAu,0.0
6083,SbSI,1.97
6084,LuAu,0.0
6085,AlB12,2.2
6086,CdAs2,0.89
6087,CeB2Ir3,0.0
6088,Cs4Cu3Bi9S17,0.6
6089,Yb11Ni60C6,0.0
6090,CrSb2,0.16
6091,CoAsSe,0.2
6092,GeAs,1.45
6093,ThAl10Fe2,0.0
6094,CdSnP2,1.5
6095,KV2I3O13,2.3
6096,Er2Se3,1.66
6097,Na8CsB21O36,4.67
6098,Sn5B2Ir6,0.0
6099,Ta4FeTe4,0.0
6100,SnO,3.0
6101,CaB2C2,0.0
6102,Ba3V2Se4O16,2.87
6103,GaSb,0.81
6104,InSe,1.17
6105,HgTe,0.18
6106,Hg3PS3,1.98
6107,SmNiAs,0.0
6108,AgAlTe2,1.8
6109,GeS,1.59
6110,B2O3,4.89
6111,TcS2,1.0
6112,PbBr2,3.23
6113,Li3Ti3(PO4)4.4,0.0
6114,HgSnO3,1.6
6115,La3LuSe6,1.26
6116,HgBr2,3.59
6117,As2Te3,1.63
6118,Hf2S,0.0
6119,CdSe,2.26
6120,Li3Mn3WO8.166,0.0
6121,Nd4InSbSe9,1.57
6122,Ba2Cu2ThSe5,1.75
6123,TlCl,3.46
6124,YbIn3S6,1.31
6125,TaGaSe2,2.03
6126,ScBIr3,0.0
6127,Ce2Ge2Se7,1.1
6128,NaBiS2,0.42
6129,La2MoO5,1.0
6130,SnBr2,3.5
6131,H2Se,0.0
6132,TbGe2Rh2,0.0
6133,TlPTe,0.3
6134,LuIn3S6,1.27
6135,CdSb,0.43
6136,KCo2Se2,0.0
6137,InP,1.35
6138,BaLi4,0.0
6139,GeO2,5.56
6140,KBaB5O9,3.65
6141,Fe3Si,0.0
6142,Cu5Ta11O30,2.58
6143,NH6PO4,6.8
6144,Ga1.02Sb0.98Te0.06,0.68
6145,Ba3Bi2TeO9,2.3
6146,VIr,0.0
6147,Eu3S4,1.7
6148,Sn2BiS2I3,0.9
6149,Ca2SnS4,2.32
6150,ScZn2,0.0
6151,Ta5N6,0.0
6152,KCu2SbS3,1.53
6153,Li15Fe4O16,0.0
6154,InAs,0.36
6155,Pr3Cd,0.0
6156,Ba2GaSmTe5,1.04
6157,GaP,2.75
6158,Ga0.85As0.85Zn0.15Se0.15,1.47
6159,SrCuBi,0.0
6160,NaSbSe2,1.36
6161,BiSBr,1.92
6162,Cs6.40Na1.60Ga8Ge38,0.22
6163,ScCdAg2,0.0
6164,PbTe0.99Se0.01,0.3
6165,Ba2SmCu3O7.47,0.0
6166,Zn4Sb3,1.0
6167,NbCrW,0.0
6168,SiAu3,0.0
6169,SmSi2Ni2,0.0
6170,Ga0.9Sb0.9Cd0.1Te0.1,0.78
6171,Cu2CdSnSe4,0.96
6172,SmMgHg2,0.0
6173,CdGa2Se4,2.2
6174,LiInI4O12,4.27
6175,Ba3EuP3O12,4.09
6176,Ba1.88Ta15O32,0.13
6177,V2O3F3,0.0
6178,Cs2SCl6F.225,0.0
6179,KRuO4,0.0
6180,Li4Co3CuO8.166,0.0
6181,Mg2Sn,0.23
6182,Rb2Cd3Te4,2.3
6183,TlPSe2,0.6
6184,In0.95As0.95Cd0.05Te0.05,0.68
6185,SnI2,2.4
6186,NdCo2Si2,0.0
6187,InP2S4,2.42
6188,CsVP2S7.5,0.0
6189,Na2TeSe3,1.95
6190,K2Ge4Se8,1.8
6191,Mn3O2F6,0.0
6192,TiSe2,1.55
6193,In0.9As0.9Ga0.1P0.1,0.45
6194,Tl3Pb,0.0
6195,Zr7Sb4,0.0
6196,LiAl2Rh,0.0
6197,Ag2GeTe3,0.07
6198,NaLu(Pd3O4)2.200,0.0
6199,Pb0.95Ge0.05Se,0.28
6200,Bi2S3,1.25
6201,OsAsS,1.3
6202,InSe,1.36
6203,Li6FeO5F.1,0.0
6204,CdGa2S4,3.4
6205,KSm2CuS4,2.17
6206,RbBi3Se5,0.48
6207,SnS0.25Se0.75,0.94
6208,KC60,0.0
6209,InP,1.42
6210,BaAl4Se7,3.4
6211,LaSi2Ru2,0.0
6212,YSi2Rh2,0.0
6213,LiBi3O4Cl2,3.35
6214,Li2Si4Ni5O14.2,0.0
6215,In2Se,0.83
6216,PtSb2,0.08
6217,Al2Te3,2.2
6218,GeSe2,2.38
6219,CuBr,2.99
6220,CdAs2,1.04
6221,VO2,0.5
6222,GaFe3,0.0
6223,CsYbMnSe3,1.6
6224,CdSnP2,1.17
6225,Rb5Tl3O,0.0
6226,AgAsTe2,0.8
6227,LiZrRh2,0.0
6228,Cu3TbSe3,0.16
6229,CsAg2AsS3,2.7
6230,Mg10B16Ir19,0.0
6231,MoSe2,1.6
6232,Cu0.5Pb1.75GeS4,1.48
6233,InSb,0.23
6234,CaNi5,0.0
6235,Pb2BO3Cl,3.99
6236,PrMgGa,0.0
6237,Ba2UCuO6.139,0.0
6238,ZnO,3.3
6239,Nb3V(PO4)6.146,0.0
6240,CdSb,0.42
6241,NaFe2O3,0.0
6242,Rb2Cu2Sn2Se6,1.04
6243,Li6Ni5O10,0.0
6244,LuIr,0.0
6245,YbSb4Te7,0.22
6246,Cu2Se,1.5
6247,Pr2Te3,1.16
6248,Ag2O,1.6
6249,LiAl2Tc,0.0
6250,Cr2S3,0.9
6251,Rb2SCl6F.225,0.0
6252,PrErMg2,0.0
6253,Cd2V2Te2O11,2.48
6254,LuBPd3,0.0
6255,CsLaHgSe3,2.51
6256,BaTiO3,3.13
6257,KCu2SbS3,1.7
6258,Sc2S3,2.0
6259,ZrSbRu,0.0
6260,LiBr,7.5
6261,Zn0.55Hg0.45Se,0.8
6262,Ba3Ho2P4S16,3.3
6263,WO3,2.8
6264,Rb3Ag9P4S16,2.6
6265,Ga1.001Sb0.999Se0.003,0.71
6266,IrPb,0.0
6267,CdP2,2.02
6268,Bi3Se2NO11,3.59
6269,KNbSe2O7,4.0
6270,LaAl12O19,0.0
6271,Nb5OF14,0.0
6272,U2Ti,0.0
6273,SrIn2Ir,0.0
6274,Lu2O3,5.5
6275,Li2CdGe,0.99
6276,LiLu2Ru,0.0
6277,Ce2Te3,1.4
6278,K2TiCu2S4,2.04
6279,GaN,3.47
6280,EuF3,0.0
6281,Ca4Bi6O13,2.76
6282,ErBPd3,0.0
6283,Sr3ScNiO6.167,0.0
6284,RhP2,1.0
6285,LaPt5,0.0
6286,CdIn,0.6
6287,La2Se3,1.97
6288,ZnGeAs2,1.05
6289,CeHSe,0.0
6290,Li2MnCu3O8.212,0.0
6291,As2S3,2.64
6292,Ba4Ga2S8,2.55
6293,Sb2Te3,0.35
6294,Tm4Sb2Se11.68,1.22
6295,PbSeO4,4.3
6296,Yb3V,0.0
6297,Cd3As2,0.43
6298,MgScAg2,0.0
6299,CeAlSi2,0.0
6300,PbS,0.29
6301,TiFeH2,0.0
