,composition,Tc
8560,La1.834Sr0.166Cu1O4,35.0
8561,P0.95Zr1,4.6
8562,Ge0.5Cu0.5Sr2Ca1.7Y0.3Cu3O9.3,73.0
8563,Nd1.32Sr0.41Ce0.27Cu1O4,24.0
8564,Ca1.75Na0.25Cu1Br1Cl1O2,19.0
8565,Ir1Te3,1.18
8566,Mo0.0708Ti0.9292,2.8
8569,Nb2.49V0.51Au1,4.6
8570,Ce1Fe0.96Co0.04As1H1,2.0
8571,Nb0.78Al0.165Ge0.055,20.29
8577,Pb0.6Cu0.4Sr1La1Cu1O5.12,35.9
8578,Tm1Ir4B4,1.675
8579,Y1Ba1.9La0.1Cu3O6.8,57.9
8580,La0.7Ca0.2Pr0.1Ba1.5Sr0.5Cu3O6.809,63.0
8581,Er0.01La0.99,5.305
8582,Sm1Fe0.925Co0.075As1O1,13.3
8583,Eu1Fe2As1.46P0.54,26.0
8585,Al0.01V0.99,4.49
8588,Y0.8Ca0.2Ba2Cu3O6.89,78.2
8590,La1Fe1As0.4P0.6F0.05O0.95,24.12
8596,Ni16Zr84,3.06
8597,Y0.7Ca0.3Ba2Cu3O6.12,35.0
8599,Y0.85Ca0.15Ba2Cu2.85Al0.15O6.87,90.5
8601,Sm0.8Pr0.2Ba2Cu3O6.75,23.4
8602,Sm1Fe0.64Ru0.36As1F0.15O0.85,15.9
8603,Cu1Rh2Se4,3.4625
8604,Nb3Al0.83Ge0.17,19.6
8605,Y1Ba2Cu4Li0.25O8,58.0
8606,Hf1Ti1C1,1.38
8608,Hf0.8Mo0.2,2.89
8609,Cu2.6Mo6S8,9.25
8612,Nd0.9Pr0.1Ba2Cu3O6.85,48.3
8613,Nb0.16Ta0.84,4.67
8614,Fe1Te0.58Se0.4S0.02,13.1
8615,C1.35Ti0.1Y0.9,10.7
8616,Ca10Fe9.2Pt3.8As18,13.0
8617,Sn0.776Pb0.194In0.03Te1,2.25
8619,Er1Ni1.9625Co0.075B2C1,5.1
8621,Ce0.9Pr0.1Ru2,6.55
8622,Rh0.88Ru0.12Se2,2.28
8623,Au0.35Te0.65,1.58
8624,Ba0.6K0.4Bi1O2.926,27.6
8625,Ba1Pb0.45Hg0.3Bi0.25O3,4.42
8628,Pr1Fe1As1O0.6,44.0
8629,Bi1Pb1Sr2Y0.4Ca0.6Cu2O8,79.5
8630,Tl1Sr2Ca0.2Y0.8Cu2O6.97,93.0
8631,Ga2Mo1,9.5
8632,La1Ba1Ca1Cu2.9Ni0.1O6.85,45.0
8635,Lu1Os1B2,2.66
8636,Bi1.95Sr1.65La0.4Cu1O6.414,10.4
8637,In0.5La3Tl0.5,8.9
8638,Cr0.5Ru0.5,1.3
8639,Y0.95Ca0.05Ba2Cu2.75Co0.25O7.06,75.1
8640,Y2La0.15Ba3.85Cu6O13.99,93.2
8642,V50Ti40Ta10,4.6
8643,Fe0.98Se0.25Te0.75,6.5
8644,Y0.85Ca0.15Ba2Cu2.55Co0.45O7.08,30.0
8645,Li0.8Fe1As1,17.6
8647,Mo0.8Ti0.2C1,12.0
8648,Ti52Nb30Si18,4.7
8649,N0.906Zr1,1.5
8651,Ba0.3Na0.7Fe2As2,24.2
8653,Os1Re1Y1,2.0
8656,Ga0.58Sb0.42,1.17
8657,Fe2As2Ca4Sc2Ti3O13,36.0
8658,Rh0.33Zr0.67,11.25
8659,Sn0.3361Pb0.5039In0.16Te1,2.49
8660,La1Pb3,4.086666667
8661,La1.875Ba0.1Sr0.025Cu1O4,6.0
8662,Sr0.55La0.45Bi1S2F1,3.1
8663,La1Fe0.95Co0.05As1F0.11O0.89,16.1
8665,Nb0.97Cr0.03N1,1.2
8666,Ni0.05Rh0.04Ti0.91,3.5
8667,Rb0.88Fe1.81Se2,31.3
8668,Ce1Fe0.85Co0.15As1O1,5.0
8670,La1.85Sr0.15Cu0.991Ni0.009O4,30.0
8671,Er0.7Tb0.3Ni2B2C1,2.0
8672,Bi2Sr2.65Ca0.35Cu2O8,93.6
8673,Ho0.6Lu0.4Ni2B2C1,9.82
8674,Cu0.75Ga0.25Sr2Y1.3Ce0.7Cu2O8.6,12.0
8675,Ir0.37Nb0.63,2.316666667
8676,Ca0.84La0.16Fe1As1.99P0.01,41.0
8677,La5.8Y0.4Ca0.8Ba3.1Cu7O16.548,74.0
8678,Mo5.25Nb0.75Se8,6.2
8679,Eu1Ba1.3Pr0.3Sr0.4Cu3O7,30.0
8682,N0.7V1,2.03
8685,La1.85Sr0.15Cu0.996Fe0.004O4,29.4
8687,Ho0.97La0.03Ni2B2C1,7.44
8688,Pr1Fe0.925Co0.075As1O1,15.03333333
8691,Pb2Pd1,2.98
8693,Sr2Cu1C0.92B0.08O5,25.0
8694,Pd0.5Bi2Te3,5.5
8695,Nb2Se2,6.9
8696,Y0.975Ca0.025Ba2Cu3O6.95,91.5
8697,Cu40Zr60,1.173333333
8698,Sr0.2Mo1Se2,5.0
8699,Sr0.15Eu0.85Fe1.76Co0.24As2,2.0
8700,Nd1Bi0.97Pb0.03S2F0.3O0.7,5.37
8702,Pd0.5Au0.5Pb2,3.02
8703,Nb25Ti20Zr55,7.5
8704,Y1Ba2Cu2.91Ti0.09O6.9,74.1
8706,Sr0.9Y0.1Cu1O2,36.6
8708,C1Hf0.6Nb0.4,4.5
8709,Y1Ba2Cu3O6.939,91.8
8710,Nd1Bi1S2F0.7O0.3,4.5
8711,Y0.9Ca0.1Ba1.5La0.5Cu3O7.13,60.0
8713,Hg1Ba2Ca2Cu3O8.27,135.0
8714,Sr1Pd1.96Pt0.04Ge2,3.16
8716,N4H12Na2Cs1C60,29.6
8718,Nb0.999Y0.001,9.27
8719,Mo0.95Hf0.05C0.7,10.9
8720,Pr0.65Sr0.35Fe1As0.8Sb0.2O1,22.0
8721,Mo4Re2Te8,3.5
8722,La0.98Lu0.02,4.643
8723,Rb0.1Li0.02W1O2.88F0.12,3.4
8726,Er1Ba2Cu2.94Co0.06O6.8,73.0
8727,V0.743Ga0.181Al0.076,12.0
8728,Th1Ru2Si2,1.1
8729,Th0.75Y0.25,1.63
8730,Gd0.06In1La2.94,4.1
8731,B5Nb1.8Th0.2,7.0
8732,Mo6Se7.5Cl0.5,6.33
8736,Y1.01Ba2.01Cu2.697Fe0.303O,36.0
8738,Cu20Sn80,5.71
8739,Ti0.595V0.255Al0.15,2.36
8740,Tl1V6S8,4.1
8741,Ba0.46K0.56Bi1O2.965,14.8
8742,Pr0.8La1Ce0.2Cu1O4,15.6
8744,Cu0.95Se2Zn0.05,2.45
8745,Bi2Sr1.6Ca1.2Gd0.2Cu2O8.26,87.1
8746,Ge0.18Nb0.82,6.085
8748,Pr1.85Ce0.15Cu1O4.175,16.25
8749,Al0.25V0.75,16.9
8750,Y1Ba2Cu3O6.995,89.0
8751,Ba2Yb1Cu3O6.66,65.3
8752,La1Pt4Ge14,5.4
8753,La1.87Ca0.13Cu1O4,28.0
8754,Y1Sr2Cu2.65Ti0.35O7.1,53.0
8755,Y0.7Ca0.15Pr0.15Ba2Cu3O6.95,77.6
8756,Y1Ba2Cu3F0.38O6.7,91.0
8758,Ga4Mn0.01Mo0.99,4.0
8759,Ba1Fe1.892Ni0.108As2,15.88
8760,Y2I2C2,9.85
8761,Mg0.9Pb0.1B2,34.0
8762,Pr1.85Th0.15Cu1O3.98,17.2
8763,La0.9Pr0.1Ba1.5Sr0.5Cu3O6.904,44.0
8764,Y0.5Pr0.5Ba2Cu3O6.965,10.0
8765,Y1Ba2Cu2.73Fe0.27O7.1,69.0
8766,Er1Ba2Cu2.79Zn0.12Fe0.09O6.95,42.0
8767,O0.03V0.97,2.4
8769,N1Ti1,5.175
8770,Er0.76Ca0.24Ba1.8Sr0.2Cu2.76Co0.24O6.91,81.0
8772,Nb3Al0.95Be0.05,19.8
8775,B0.015C0.985,12.0
8776,Lu1Ni1.95Co0.1B2C1,12.3
8777,Pb0.3Yb0.7Mo6Se8,7.1
8780,La1Pt4Ge18,32.5
8782,Li1Zr1N1Br1,14.1
8784,Ho1Sr0.2Ba1.8Cu4O8,68.8
8785,Sr0.92Sm0.08Cu1O2,43.0
8786,Bi0.1Pb0.4La1.2Sr1.3Cu2O5.78,44.0
8787,Bi2Sr2Cu1O6.18,3.0
8788,In1La3,9.61
8789,Er1Pd2Sn1,1.17
8792,La1.79Nd0.1Ba0.11Cu1O4,13.0
8793,Mg0.8Li0.1Al0.1B2,31.0
8794,La3Ru2Sn13,1.58
8795,Li2Pd3B0.9Al0.1,7.49
8796,La2Cu1O4.13,31.0
8798,Li1.2Rh1B1.5,2.5
8799,Ce1Fe1As1F0.3O0.7,46.0
8800,La1.85Sr0.038Ba0.112Cu1O4,32.0
8802,Zr1Ru1Si1,9.733333333
8804,Tm1Ba2Cu3O6.71,78.0
8806,Y0.8La0.2B6,5.8
8809,Ir0.25Zr0.75,8.0
8810,Y0.6Ca0.4Ba1.6La0.4Cu3O6.96,78.0
8811,La1.85Sr0.15Cu0.988Al0.012O4,17.9
8812,Nb0.75Si0.25,9.0
8813,Tb0.225Er0.775Ni2B2C1,5.9
8814,Bi1.5La4Pb1.5,2.4
8816,Nd2Cu1F0.5O4,18.0
8817,Y3Ba5Cu8O18,100.1
8818,Be0.96Re0.04,9.5
8820,Nd1.2Ba1.4Sr0.4Cu3O6.789,41.0
8822,Y1Cu2.97Zn0.03O7,81.5
8824,Nb2.1Ta0.9Sn1,16.0
8825,Y1Ba2Cu2.82Co0.18O7,46.0
8826,Sr3Rh4Sn13,4.216666667
8827,Hg1Ba2Ca2Cu3O8.25,132.0
8828,Hg0.92Ba2.05Cu1.03O4.05,93.8
8830,Nd1.48Tb0.38Ce0.15Cu1O4,8.0
8832,Nb0.71Sn0.29,18.3
8833,Nb3Os2,1.78
8836,Sm1Fe1As0.5P0.5O0.85,19.35
8837,Ba0.5K0.5Fe1.84Zn0.16As2,34.2
8838,Mg0.99Ti0.01B2,38.6
8839,Ta1S1.6Se0.4,3.97
8840,La1.875Ba0.04Sr0.085Cu1O4,31.7
8841,Mg0.7Zn0.15Al0.15B2,28.6
8842,Y1Ba2Cu2.97Zn0.03O6.97,79.1
8844,Y0.6Ca0.4Ba1.5La0.5Cu3O7.01,82.4
8849,Zr1Ru1P1,8.496153846
8850,C3Ho0.2Th1.8,5.4
8853,Ti2In1N1,7.3
8854,La3Co3.5Ru0.5Sn13,2.41
8855,Y2Ba4Cu7O14.81,54.1
8856,Re0.71V0.29,8.4
8857,Y1Sr2Cu2.75W0.25O6.9,33.0
8858,Nd1Fe0.5Ru0.5As1F0.11O0.89,14.1
8859,Y1.01Ba2.01Cu2.906Ni0.094O6.7,71.0
8860,Pr0.9Sr0.1Fe1As1O1,12.8
8861,Y1Ba1.5Sr0.5Cu3O6.95,85.9
8862,Mg0.978Al0.022B2,34.7
8865,Li2Cs1C60,12.0
8868,Si0.132Zr0.868,3.21
8870,Y1Ba2Cu2.8Co0.2O7.04,53.0
8874,Ti54Nb30Si16,4.8
8875,Nb0.75Al0.18Ge0.07,19.8
8877,Pb1Tl0.04,7.06
8878,Ca0.2Ba1.55La1.25Cu3O6.99,14.4
8879,La0.925Pr0.925Sr0.15Cu1O4,32.0
8880,Nb2.739Ta0.261Al1,15.4
8881,S0.8Se1.2Ta1,3.9
8882,Cr0.0265V0.9735,3.89
8883,Hg0.75Ba2.07Ca2.07Cu3.11O8.208,135.8
8884,Nb78.4Sn12.9Al2.2Ge6.5,13.3
8886,Mo13Zr87,4.91
8888,Ge0.29Nb0.71,6.0
8889,Y0.85Pr0.15Ba2Cu3O6.95,81.6
8890,Hg0.048In0.952,3.427
8891,Cu0.75Re0.25Sr2Y1.3Ce0.7Cu2O9.06,33.5
8892,La1Nd0.85Ce0.15Cu1O4,8.8
8893,Nb80Ga17Mn3,7.1
8894,Pd50.9745Mn0.0255Sb49,1.46
8895,Ho0.97Ca0.03Ba2Cu4O8,77.4
8896,Cu1Ba1.6Sr0.4Yb0.65Ca0.35Cu2O6.15,48.0
8897,Os0.5V0.5,5.15
8899,Ba1Cu0.6Si1.4,1.74
8900,Mg0.9Co0.1B2,34.5
8901,Rb0.18W1O3,4.24
8902,Y0.975Ca0.025Ba2Cu3O6.72,70.8
8903,K0.8Fe1.993Cr0.007Se2,11.0
8905,Be2Ga1,6.3
8908,Y0.65Pr0.35Ba2Cu3O6.75,6.3
8909,Y0.75Ca0.25Ba2Cu2.75Co0.25O6.98,82.4
8910,C0.5Sr2.01Ca0.44Y0.55Cu2.44O6.94,45.5
8911,Hg1Ba2Cu1O4.105,90.9
8913,Ir5Th1,3.93
8915,Pt0.22V0.78,1.76
8917,Ca0.8Pr0.2Fe1As2,10.0
8918,Te3Zr1,2.308333333
8919,Y0.65Tb0.35Ni2B2C1,4.6
8920,Tc0.9W0.1,10.4
8921,Eu1Ba2Cu2.95Ga0.05O6.78,79.0
8923,Nb1Pt1Si1,1.24
8924,Li0.46Cs1Ca2Nb3O10,5.3
8925,Y0.9Pr0.1Ba2Cu4O8,72.025
8926,Ca10Pt4Fe10As18,38.0
8927,Y0.8Pr0.2Ba2Cu3O7.2,63.3
8928,Pt0.33W0.67,3.02
8929,Co21Zr79,3.78
8930,Pd0.05Rh0.04Ti0.91,3.7
8932,Y1Ba2Cu3O6.965,88.5
8935,Bi1.8V0.2Sr2Ca2Cu3O2,112.0
8936,Zr1V1.7Fe0.3,4.49
8937,Zr46.75Ti8.25Cu7.5Ni10Be27.5,2.8
8938,Y1Ba2Cu2.95Fe0.05O6.64,37.4
8940,Ba0.84Rb0.1Sn0.09Fe2As2,22.6
8941,Ce1Ru2,5.998272727000001
8942,Nd1.15La0.7Ce0.15Cu1O4,19.0
8943,Ca1.8K0.2Cu1Cl2O2,24.0
8944,Ba8Si39Al7,4.0
8945,Eu1.5Ce0.5Sr2Cu1Ti1O10,22.0
8946,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.02,38.5
8949,La0.6Th0.4Bi1S2O1,2.12
8950,V75Ge12.5Sb12.49,4.71
8952,La1.25Ca0.25Ba1.5Cu3O7.087,62.9
8953,Bi2Sr2Ca1Cu2I0.2O8.242,64.6
8955,La1.25Ba1.35Ca0.4Cu3O7.16,79.8
8957,Nb2.859V0.141Al1,17.2
8958,K0.77Zr1N1Cl1,13.5
8959,Y1.8Mo0.2C2.9,13.8
8960,Ga0.3In0.7La3,9.25
8961,Pt0.05Rh0.04Ti0.91,4.3
8963,Zr2Co0.15Ni0.85,1.4
8967,La1.895Sr0.105Cu1O4,26.3
8969,Ba0.1K0.9Fe2As2,6.93
8971,Ga1Sr2Ca2Cu3O9,70.0
8972,Sb0.01V0.99,3.76
8974,Ga1Sb1,4.78
8975,Ba0.613K0.387Bi1O3,30.7
8976,Pr1Fe1As0.4P0.6F0.1O0.9,17.4
8980,Sr1Ga0.9Si1.1,4.73
8982,Al0.04Nb0.895O0.06,7.1
8983,Nb0.25Zr0.75,9.116666667
8984,Er1Ba2Cu2.91Zn0.06Fe0.03O6.93,63.0
8985,Bi1Sr1Cu1OY,6.16
8986,Nb0.75Al0.02Ge0.05,19.8
8987,Hg1Ba2Cu1O4.032,36.0
8989,Cd0.06Cu0.94Se2,1.3
8990,Ba0.779Na0.221Fe2As2,8.0
8991,Cr0.0132V0.9868,4.57
8995,Ta0.745Zr0.255,7.1
8996,Mg0.9Ti0.1B2,38.3
8999,Al2Th3,2.6
9000,Ba2Ca1Cu2F1.6O4.4,108.0
9002,Os0.3Re0.7,1.54
9005,Mg0.85Al0.15B2,31.5
9008,Pr1.7945Y0.0555Ce0.15Cu1O4,15.0
9010,Ca1.825Na0.175Cu1Cl2O2,26.0
9014,C1.35Ru0.1Y0.9,11.2
9016,Mo6.35Pb0.7S8Sn0.36,10.0
9017,Sn0.875Mo6S8,14.048
9018,Nd0.2Sm0.8Bi1S2F0.3O0.7,5.58
9021,La1.82Sr0.18Cu0.98Mn0.02O4,37.0
9023,Cu1Se1Te,1.6
9024,Co0.85Ni0.15Zr2,6.0
9025,Bi2Sr2Ca0.6Y0.4Cu2O8.29,64.0
9027,Nd1.55La0.3Th0.15Cu1O4,22.0
9028,Fe0.008La0.992,4.85
9029,Er1Ir2Rh2B4,7.37
9030,Th1.6Lu0.4C3,10.9
9031,Nb0.26Re0.74,7.2
9032,Nb2.7Ta0.3Sn1,18.0
9035,Bi0.23Pb0.77,7.8
9036,W0.014Zr0.986,3.64
9038,Ho1Fe1As1F0.1O0.9,36.0
9039,Tl1Sr2Ca0.8Pr0.2Cu2O7,58.0
9041,Y0.95Ca0.05Ba1.9La0.1Cu4O7.9,68.8
9042,Y4Ru6Sn19,1.3
9043,Ca1.737Cu0.868Cl1.868Na0.132O2.263,21.0
9046,Ba0.88La0.12Fe2As2,22.4
9047,Ce1Rh0.23Co0.77In5,1.38
9049,K1Bi1O3,9.6
9051,Ca0.4La1.25Ba1.35Cu3O6.99,38.0
9053,Sm1Fe0.9Co0.1As1O1,15.96666667
9055,Sr1Fe1.9Ni0.1As2,5.5
9056,Nb3S4,3.81
9059,Ba8Si37Ge9,5.0
9060,Tl1Sr2Ca0.4Gd0.6Cu2O7,60.0
9063,Hg1Ba2Cu1O4.27,88.85
9064,Y1Ba1.98La0.02Cu3O6.96,92.6
9065,Na0.5Fe1As1,12.0
9066,Pr0.9Ce0.1Pt4Ge12,4.11
9071,La1Fe1As1H0.08O0.92,28.7
9072,Y1Pd4.2B3C0.3,24.0
9073,Mg0.8Cu0.2B2,38.6
9074,Mo0.8Zr0.2C1,10.9
9075,Ca0.2Ba1.55La1.25Cu3O7.05,41.1
9076,La2.9952Gd0.0048In1,8.5
9077,C3Er0.2Th1.8,8.2
9078,Ti0.516V0.484,7.2
9079,La1.84Sr0.05Ca0.11Cu1O4,33.2
9080,Lu0.3Dy0.7Ni2B2C1,2.0
9081,Y1Sr2Cu2.7Ti0.3O7.224,35.0
9082,Nb46Zr36.1Ta17.9,10.3
9083,Mo0.8736Zr0.0364B2,7.92
9085,Nb0.925Ru0.075,4.2
9086,Lu1Pd4B1C0.2,10.0
9087,Y1Ba2Cu2.85Fe0.15O7,51.0
9091,Ag0.035Cd0.01Sn0.955,3.65
9093,Bi1.4Pb0.6Sr2Ca1Cu2O8,91.0
9094,Bi2Sr1.1Ca1.9Cu2O8.22,76.5
9095,Mo5.1Pb0.9S6,13.2
9096,Pb1Mo6S7.9Se0.1,12.7
9097,B1Sr2Ca4Cu5O13,85.0
9103,La1Fe1As1H0.46O0.54,36.2
9105,Hg0.8Pb0.2Ba2Ca2Cu3O8,132.0
9106,Yb0.9Ca0.1Ba1.6Sr0.4Cu4O8,86.0
9107,Fe1.11Te0.6Se0.4,14.0
9108,Hf0.61Ta0.39,5.71
9109,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.45,73.0
9110,Nb3Si0.6Sn0.4,6.5
9111,Gd1.05Ba1.95Cu3O6.94,85.0
9112,Ru27Zr73,3.11
9114,Pd1Sb1,1.58
9115,Ga1Sr2Tm0.75Ca0.25Cu2O7,28.0
9117,Nd1Pt1.5Au0.6B2C1,1.6
9119,Co20Th80,3.8
9122,Bi2Sr2Cu1O6,7.38
9124,Tl1Sr1.5Yb0.5Ca1Cu2O7,84.0
9125,Nd1.85Ce0.15Cu0.993Ni0.007O4,6.3666666670000005
9127,Mg0.16Zr1N1Cl1,15.0
9128,Bi0.02In0.98,3.845
9129,V2.58Zr0.42Si1,8.8
9131,V2Hf0.9Y0.1,9.19
9132,Nb3Al0.75Ga0.3,19.1
9133,Ir0.29Mo0.41Nb0.3,8.7
9134,Y1Ba2Cu2.94Zn0.06O6.95,65.0
9135,Pt0.25V0.75,3.2
9136,Nd1Ba1.2Sr0.8Cu3O6.97,66.9
9138,Y1Ba2Cu2.9Zn0.1O6.88,4.3
9139,Tl0.6La1Sr1Cu1.4O5,33.0
9140,Lu1Ni1.83Co0.34B2C1,3.8
9142,La1Pr0.85Sr0.15Cu1O4,28.0
9143,Bi2Sr3Cu2O8,91.5
9144,La1Ba1.5Sr0.5Cu3O6.948,57.1
9146,K1Fe2As2,2.9965
9147,Y1Ba2Cu3.939Ni0.061O8,63.5
9148,Y0.8Pr0.05Ca0.15Ba2Cu3O6.83,87.0
9149,Fe1Se0.99,6.99
9153,Ga1Sr2Tm0.65Ca0.35Cu2O7,47.0
9154,Al0.1Si0.9V3,16.1
9155,Bi2.1Sr1.8Ca1Cu1.96Co0.04O8,73.0
9156,Hg1.4Tl0.6Ba2Y0.6Ca0.4Cu2O7.78,84.6
9157,La1.88Sr0.125Cu0.97O4,28.4
9158,La1.798Nd0.052Ca0.15Cu1O3.96,31.6
9159,Fe1.02Te0.5Se0.4S0.1,13.0
9160,Mo1Os2,5.2
9161,Mo3S1Se3,3.4
9162,Y1Ba2Cu2.82Fe0.18O6.895,87.7
9163,U1Pd1.98Al3,1.2
9166,Ce0.5Nd0.5Bi1S2F0.5O0.5,3.48
9167,Ti0.775V0.225,4.7
9171,Nb3Sn0.5Sb0.5,14.4
9172,C60Tb2.75,5.4
9173,Li2B1Pd2.7Pt0.3,6.59
9174,Ba1Fe1.852Co0.148As2,22.78
9175,Pb0.5Ca1Sr2Y0.5Cu2O6.95,50.0
9176,La1.945Rb0.055Cu1O4,22.0
9178,Th1Ir1.4Os0.6,4.41
9179,Mg1C0.771B0.154Ni3,6.44
9181,Na0.75Co0.9995Ga0.0005H2.6O3.3,4.38
9182,Nb0.18U0.82,2.011
9183,Ca1Pt1Si3,2.3
9185,In0.95Te1,2.7
9186,Cr0.7Rh0.3,1.1
9187,Y1.2Th0.8C2.7,16.0
9188,Ba1Ti2Sb1.4Bi0.6O1,2.59
9189,Pd2.8Se1,2.3
9190,Y0.95Rb0.05Ba2Cu3O6.59,92.05
9191,K1.1Bi1O3,8.8
9193,Th1Ir1.8Ru0.2,4.86
9194,Nd1Ba1Ca1Cu3O7,35.0
9195,Sr1.75Ba0.25Cu1F2O2,58.0
9197,Mg1C1Ni2.9Fe0.1,8.58
9198,Hg1Ba2Ca2Cu3O8.41,133.0
9199,Ba0.82K0.18Fe2As2,10.5
9201,Sm1Ba2Cu2.98Fe0.02O6.76,84.0
9203,Ca1Al0.2Ga0.8Si1,3.24
9204,La1Tl0.24Pb2.76,4.46
9207,Sc0.4V0.6,6.94
9208,Ga20Nb80,16.26666667
9211,Ag1B2,6.7
9212,Bi1.8Pb0.2Sr1.2La0.8Cu1OY,24.9
9213,Lu0.8Dy0.2Ni2B2C1,11.8
9217,P1W3,2.76
9218,Hg1Ba2Ca2Cu3O8.2,104.5
9219,Li2Pd0.3Pt2.7B1,3.37
9220,Ca1La1Ba1Cu2.91Zn0.09O7,20.0
9224,La0.75Nd0.25Ba1Ca1Cu3O7,55.0
9225,Li1Zr1N1Cl0.525Br0.475,14.3
9226,Ba0.5K0.5Fe1.9Ni0.1As2,26.75
9228,Ca10Pt3.28Fe9.72As18,6.0
9231,Nd2Cu1F0.22O3.78,24.5
9234,B2Mg0.988Sc0.012,41.4
9236,Bi1Pt1Se1,1.45
9238,Nb1.2Mo1.8Al1,4.2
9240,Ba1Fe1.75Pt0.25As2,21.1
9241,C2Mo3,7.4
9242,Ag0.94Tl0.06,2.32
9243,Y0.5La0.5Rh3B2,1.88
9244,Sr1Pt2As2,5.083333333
9247,Au0.5Rh0.4Ti0.91,3.0
9248,Al0.95Li0.05,1.13
9249,Tl1Sr1.5Pr0.5Ca1Cu2O7,88.0
9250,La1.8Nd0.2Cu0.99Zn0.01O4.086,35.6
9251,Pb0.89Tl0.11,6.88
9255,Mo0.05Nb0.95,7.815
9256,Nb1C0.3N0.64,17.8
9258,Hg1Ba2Cu1O4.097,95.3
9260,Eu1Fe2Se2,40.0
9261,Nb0.19Ti0.74Zr0.07,9.1
9262,Y1Ba2Cu2.88Al0.12O7,51.0
9263,Pd1.1Te1,4.07
9264,La1.85Sr0.15Cu0.991Fe0.009O4,19.85
9265,Nb80Ga19Co1,13.7
9266,Mg1.985Mn0.015B2,37.4
9267,Ni30Zr70,2.58
9268,C6Yb1,6.496666667
9270,Ca1La1Ba1Cu2.88Fe0.12O7,28.0
9272,Fe1Se0.88,8.843333333
9273,Rh2Y3,1.48
9274,La1Si10,6.7
9275,Y2Br0.5Cl1.5C2,3.25
9276,Nb0.95W0.05,7.25
9277,La1.85Sr0.15Cu0.976Zn0.024O4,6.6
9280,Cu0.65Zn0.35Ir2S4,2.8
9282,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.22,24.9
9283,La1.3Yb0.6Ba1.3Ca1.2Cu5O11.74,73.0
9284,Mo0.75Pt0.15Re0.1,5.3
9285,Bi2Sr1.3La0.7Cu1O6.422,22.6
9286,Tl2Ba2Ca1Cu1.98Fe0.02F0.1O7.95,110.0
9288,Lu5Ir3.8Co0.2Si10,5.52
9289,Zr2Co0.9Ni0.1,5.94
9290,Ca2Al2.73Si4.27,6.4
9292,Ca1Ba1La1Cu3O6.85,76.0
9293,La0.7Hf0.3Bi1S2O1,1.74
9297,Sm0.1Fe0.9Se0.85,10.6
9298,Y1Ba2Cu2.9907Zn0.0093O6.95,88.0
9301,Hg0.85Re0.15Ba2Cu1O4.49,93.7
9302,Mo1Sr2Y0.8Ca0.2Cu2O8,26.0
9304,Mo1.905Hf0.095B1C1,5.0
9305,Ho4Os6Sn19,1.4
9306,Ca1.7Na0.3Cu1Cl2O2,27.6
9307,Nd1Bi1S2F0.7O0.63,5.24
9309,Li0.95Zr1N1Cl1,13.4
9310,Bi3.95Cu0.05S3O4,2.595
9311,Y1La0.2Ba1.8Cu3O7.46,89.8
9313,Ca0.4La0.6Ba1.35La0.65Cu3O7.15,80.0
9314,Nb0.5Sn0.25Ta0.125V0.125,12.2
9315,Na0.75Co0.9975Ga0.0025H2.6O3.3,3.98
9318,Y1Ba2Cu3H0.14O7,92.5
9319,Ca8.44La1.56Pt3Fe10As18,32.3
9320,Mg0.8Li0.2B2,34.0
9321,La1.78Sr0.22Cu0.95Ni0.05O4,2.05
9322,Nb3Al0.9Ga0.1,18.5
9323,Nb0.75Al0.175Ge0.075,17.9
9324,Hg1.4Tl0.6Ba2Y0.5Ca0.5Cu2O7.74,84.0
9327,Ge1La3,3.7
9328,Nb0.7W0.3C1,13.2
9329,Ba2Ca1Cu2F2.2O3.8,40.0
9331,Y1Sr2Cu2.8V0.2O6.5,16.0
9332,Y0.75Gd0.25Ni2B2C1,4.52
9334,Sr1Ga0.7Si1.3,3.17
9335,Yb1Mo6Se8,6.0
9336,Ba1Fe1.24Ru0.76As2,7.1
9337,Nb3Al0.985Si0.015,18.6
9338,Y0.8Pr0.2Ba2Cu3O7.4,59.8
9339,Hg1Ba2Cu1O4.049,70.0
9340,Sr1Fe1.68Zn0.12Co0.2As2,6.22
9341,Ho1Sr0.6Ba1.4Cu4O8,68.3
9344,Ni20Zr80,3.47
9345,La1.8Nd0.05Ca0.074Ba0.076Cu1O4,2.05
9347,Zr1Ru1As1,8.716666667
9348,K0.1W1O2.9F0.1,2.1
9350,Sm1Fe1As1H0.22O0.78,50.0
9351,Zr0.8Ni0.2,3.59
9353,Yb0.85Pr0.15Ba1.7Sr0.3Cu3O6.91,80.0
9354,Gd1Ba1.85Pr0.15Cu3O7.09,55.8
9356,N1Nb1,13.54416667
9358,Ce1Ru2Sc1,6.2
9359,Sm1Fe1As1F0.15O0.85,44.48888889
9360,Rb0.8Fe2Se1.75Te0.25,22.2
9361,Sr1.84Ba0.16Cu1O3.4,75.0
9365,Ba1Pt2As2,2.2625
9366,In0.82Te1,1.04
9367,Hg0.75Mo0.25Ba2Cu1O4.51,40.0
9369,La1.85Sr0.15Cu0.96Ti0.04O4,26.1
9372,Ta0.84W0.16,1.86
9374,Er0.8Gd0.2Rh4B4,4.41
